 0.00000E+00 ;  7.00000E+00 ;  0.00000E+00
 1.74533E-02 ;  6.99936E+00 ; -2.32715E-02
 3.49066E-02 ;  6.99743E+00 ; -4.65458E-02
 5.23599E-02 ;  6.99421E+00 ; -6.98256E-02
 6.98132E-02 ;  6.98971E+00 ; -9.31136E-02
 8.72665E-02 ;  6.98393E+00 ; -1.16413E-01
 1.04720E-01 ;  6.97686E+00 ; -1.39725E-01
 1.22173E-01 ;  6.96852E+00 ; -1.63055E-01
 1.39626E-01 ;  6.95889E+00 ; -1.86403E-01
 1.57080E-01 ;  6.94799E+00 ; -2.09773E-01
 1.74533E-01 ;  6.93581E+00 ; -2.33168E-01
 1.91986E-01 ;  6.92236E+00 ; -2.56590E-01
 2.09440E-01 ;  6.90764E+00 ; -2.80042E-01
 2.26893E-01 ;  6.89165E+00 ; -3.03526E-01
 2.44346E-01 ;  6.87440E+00 ; -3.27046E-01
 2.61799E-01 ;  6.85589E+00 ; -3.50603E-01
 2.79253E-01 ;  6.83613E+00 ; -3.74200E-01
 2.96706E-01 ;  6.81511E+00 ; -3.97840E-01
 3.14159E-01 ;  6.79285E+00 ; -4.21525E-01
 3.31613E-01 ;  6.76935E+00 ; -4.45257E-01
 3.49066E-01 ;  6.74461E+00 ; -4.69039E-01
 3.66519E-01 ;  6.71864E+00 ; -4.92874E-01
 3.83972E-01 ;  6.69144E+00 ; -5.16763E-01
 4.01426E-01 ;  6.66303E+00 ; -5.40708E-01
 4.18879E-01 ;  6.63340E+00 ; -5.64714E-01
 4.36332E-01 ;  6.60256E+00 ; -5.88780E-01
 4.53786E-01 ;  6.57053E+00 ; -6.12909E-01
 4.71239E-01 ;  6.53730E+00 ; -6.37104E-01
 4.88692E-01 ;  6.50288E+00 ; -6.61366E-01
 5.06145E-01 ;  6.46728E+00 ; -6.85698E-01
 5.23599E-01 ;  6.43051E+00 ; -7.10101E-01
 5.41052E-01 ;  6.39258E+00 ; -7.34577E-01
 5.58505E-01 ;  6.35349E+00 ; -7.59127E-01
 5.75959E-01 ;  6.31326E+00 ; -7.83755E-01
 5.93412E-01 ;  6.27189E+00 ; -8.08460E-01
 6.10865E-01 ;  6.22938E+00 ; -8.33246E-01
 6.28319E-01 ;  6.18576E+00 ; -8.58113E-01
 6.45772E-01 ;  6.14103E+00 ; -8.83062E-01
 6.63225E-01 ;  6.09519E+00 ; -9.08096E-01
 6.80678E-01 ;  6.04826E+00 ; -9.33215E-01
 6.98132E-01 ;  6.00025E+00 ; -9.58421E-01
 7.15585E-01 ;  5.95117E+00 ; -9.83714E-01
 7.33038E-01 ;  5.90103E+00 ; -1.00910E+00
 7.50492E-01 ;  5.84983E+00 ; -1.03457E+00
 7.67945E-01 ;  5.79760E+00 ; -1.06013E+00
 7.85398E-01 ;  5.74434E+00 ; -1.08579E+00
 8.02851E-01 ;  5.69006E+00 ; -1.11153E+00
 8.20305E-01 ;  5.63478E+00 ; -1.13737E+00
 8.37758E-01 ;  5.57850E+00 ; -1.16331E+00
 8.55211E-01 ;  5.52124E+00 ; -1.18933E+00
 8.72665E-01 ;  5.46301E+00 ; -1.21546E+00
 8.90118E-01 ;  5.40383E+00 ; -1.24167E+00
 9.07571E-01 ;  5.34370E+00 ; -1.26798E+00
 9.25025E-01 ;  5.28264E+00 ; -1.29439E+00
 9.42478E-01 ;  5.22066E+00 ; -1.32089E+00
 9.59931E-01 ;  5.15777E+00 ; -1.34749E+00
 9.77384E-01 ;  5.09399E+00 ; -1.37418E+00
 9.94838E-01 ;  5.02933E+00 ; -1.40097E+00
 1.01229E+00 ;  4.96381E+00 ; -1.42785E+00
 1.02974E+00 ;  4.89743E+00 ; -1.45482E+00
 1.04720E+00 ;  4.83022E+00 ; -1.48189E+00
 1.06465E+00 ;  4.76219E+00 ; -1.50905E+00
 1.08210E+00 ;  4.69334E+00 ; -1.53630E+00
 1.09956E+00 ;  4.62370E+00 ; -1.56364E+00
 1.11701E+00 ;  4.55329E+00 ; -1.59107E+00
 1.13446E+00 ;  4.48210E+00 ; -1.61859E+00
 1.15192E+00 ;  4.41017E+00 ; -1.64620E+00
 1.16937E+00 ;  4.33750E+00 ; -1.67390E+00
 1.18682E+00 ;  4.26412E+00 ; -1.70168E+00
 1.20428E+00 ;  4.19003E+00 ; -1.72954E+00
 1.22173E+00 ;  4.11525E+00 ; -1.75748E+00
 1.23918E+00 ;  4.03980E+00 ; -1.78551E+00
 1.25664E+00 ;  3.96369E+00 ; -1.81361E+00
 1.27409E+00 ;  3.88694E+00 ; -1.84179E+00
 1.29154E+00 ;  3.80956E+00 ; -1.87004E+00
 1.30900E+00 ;  3.73158E+00 ; -1.89837E+00
 1.32645E+00 ;  3.65300E+00 ; -1.92677E+00
 1.34390E+00 ;  3.57384E+00 ; -1.95523E+00
 1.36136E+00 ;  3.49413E+00 ; -1.98376E+00
 1.37881E+00 ;  3.41387E+00 ; -2.01235E+00
 1.39626E+00 ;  3.33309E+00 ; -2.04100E+00
 1.41372E+00 ;  3.25180E+00 ; -2.06971E+00
 1.43117E+00 ;  3.17001E+00 ; -2.09847E+00
 1.44862E+00 ;  3.08774E+00 ; -2.12728E+00
 1.46608E+00 ;  3.00502E+00 ; -2.15614E+00
 1.48353E+00 ;  2.92186E+00 ; -2.18505E+00
 1.50098E+00 ;  2.83827E+00 ; -2.21400E+00
 1.51844E+00 ;  2.75427E+00 ; -2.24298E+00
 1.53589E+00 ;  2.66988E+00 ; -2.27200E+00
 1.55334E+00 ;  2.58512E+00 ; -2.30105E+00
 1.57080E+00 ;  2.50000E+00 ; -2.33013E+00
 1.58825E+00 ;  2.41454E+00 ; -2.35923E+00
 1.60570E+00 ;  2.32877E+00 ; -2.38835E+00
 1.62316E+00 ;  2.24269E+00 ; -2.41748E+00
 1.64061E+00 ;  2.15632E+00 ; -2.44662E+00
 1.65806E+00 ;  2.06968E+00 ; -2.47577E+00
 1.67552E+00 ;  1.98280E+00 ; -2.50493E+00
 1.69297E+00 ;  1.89568E+00 ; -2.53408E+00
 1.71042E+00 ;  1.80835E+00 ; -2.56322E+00
 1.72788E+00 ;  1.72081E+00 ; -2.59235E+00
 1.74533E+00 ;  1.63310E+00 ; -2.62147E+00
 1.76278E+00 ;  1.54523E+00 ; -2.65056E+00
 1.78024E+00 ;  1.45721E+00 ; -2.67962E+00
 1.79769E+00 ;  1.36906E+00 ; -2.70866E+00
 1.81514E+00 ;  1.28081E+00 ; -2.73766E+00
 1.83260E+00 ;  1.19246E+00 ; -2.76661E+00
 1.85005E+00 ;  1.10404E+00 ; -2.79552E+00
 1.86750E+00 ;  1.01557E+00 ; -2.82437E+00
 1.88496E+00 ;  9.27051E-01 ; -2.85317E+00
 1.90241E+00 ;  8.38516E-01 ; -2.88190E+00
 1.91986E+00 ;  7.49976E-01 ; -2.91056E+00
 1.93732E+00 ;  6.61450E-01 ; -2.93915E+00
 1.95477E+00 ;  5.72957E-01 ; -2.96765E+00
 1.97222E+00 ;  4.84514E-01 ; -2.99607E+00
 1.98968E+00 ;  3.96136E-01 ; -3.02439E+00
 2.00713E+00 ;  3.07843E-01 ; -3.05261E+00
 2.02458E+00 ;  2.19651E-01 ; -3.08072E+00
 2.04204E+00 ;  1.31577E-01 ; -3.10873E+00
 2.05949E+00 ;  4.36397E-02 ; -3.13661E+00
 2.07694E+00 ; -4.41452E-02 ; -3.16436E+00
 2.09440E+00 ; -1.31760E-01 ; -3.19199E+00
 2.11185E+00 ; -2.19186E-01 ; -3.21947E+00
 2.12930E+00 ; -3.06411E-01 ; -3.24681E+00
 2.14675E+00 ; -3.93413E-01 ; -3.27400E+00
 2.16421E+00 ; -4.80178E-01 ; -3.30103E+00
 2.18166E+00 ; -5.66688E-01 ; -3.32789E+00
 2.19912E+00 ; -6.52929E-01 ; -3.35458E+00
 2.21657E+00 ; -7.38881E-01 ; -3.38108E+00
 2.23402E+00 ; -8.24529E-01 ; -3.40740E+00
 2.25147E+00 ; -9.09859E-01 ; -3.43353E+00
 2.26893E+00 ; -9.94851E-01 ; -3.45945E+00
 2.28638E+00 ; -1.07949E+00 ; -3.48517E+00
 2.30383E+00 ; -1.16376E+00 ; -3.51066E+00
 2.32129E+00 ; -1.24765E+00 ; -3.53594E+00
 2.33874E+00 ; -1.33114E+00 ; -3.56098E+00
 2.35619E+00 ; -1.41421E+00 ; -3.58579E+00
 2.37365E+00 ; -1.49686E+00 ; -3.61034E+00
 2.39110E+00 ; -1.57905E+00 ; -3.63465E+00
 2.40855E+00 ; -1.66079E+00 ; -3.65869E+00
 2.42601E+00 ; -1.74205E+00 ; -3.68247E+00
 2.44346E+00 ; -1.82281E+00 ; -3.70597E+00
 2.46091E+00 ; -1.90308E+00 ; -3.72918E+00
 2.47837E+00 ; -1.98282E+00 ; -3.75210E+00
 2.49582E+00 ; -2.06202E+00 ; -3.77472E+00
 2.51327E+00 ; -2.14068E+00 ; -3.79704E+00
 2.53073E+00 ; -2.21877E+00 ; -3.81904E+00
 2.54818E+00 ; -2.29628E+00 ; -3.84072E+00
 2.56563E+00 ; -2.37321E+00 ; -3.86206E+00
 2.58309E+00 ; -2.44953E+00 ; -3.88307E+00
 2.60054E+00 ; -2.52522E+00 ; -3.90373E+00
 2.61799E+00 ; -2.60029E+00 ; -3.92404E+00
 2.63545E+00 ; -2.67471E+00 ; -3.94398E+00
 2.65290E+00 ; -2.74848E+00 ; -3.96356E+00
 2.67035E+00 ; -2.82157E+00 ; -3.98276E+00
 2.68781E+00 ; -2.89398E+00 ; -4.00157E+00
 2.70526E+00 ; -2.96569E+00 ; -4.01999E+00
 2.72271E+00 ; -3.03670E+00 ; -4.03801E+00
 2.74017E+00 ; -3.10699E+00 ; -4.05561E+00
 2.75762E+00 ; -3.17654E+00 ; -4.07281E+00
 2.77507E+00 ; -3.24535E+00 ; -4.08957E+00
 2.79253E+00 ; -3.31340E+00 ; -4.10591E+00
 2.80998E+00 ; -3.38069E+00 ; -4.12180E+00
 2.82743E+00 ; -3.44720E+00 ; -4.13725E+00
 2.84489E+00 ; -3.51292E+00 ; -4.15224E+00
 2.86234E+00 ; -3.57784E+00 ; -4.16677E+00
 2.87979E+00 ; -3.64195E+00 ; -4.18083E+00
 2.89725E+00 ; -3.70524E+00 ; -4.19440E+00
 2.91470E+00 ; -3.76771E+00 ; -4.20750E+00
 2.93215E+00 ; -3.82933E+00 ; -4.22010E+00
 2.94961E+00 ; -3.89010E+00 ; -4.23219E+00
 2.96706E+00 ; -3.95001E+00 ; -4.24378E+00
 2.98451E+00 ; -4.00906E+00 ; -4.25486E+00
 3.00197E+00 ; -4.06723E+00 ; -4.26541E+00
 3.01942E+00 ; -4.12451E+00 ; -4.27543E+00
 3.03687E+00 ; -4.18090E+00 ; -4.28491E+00
 3.05433E+00 ; -4.23639E+00 ; -4.29385E+00
 3.07178E+00 ; -4.29096E+00 ; -4.30224E+00
 3.08923E+00 ; -4.34462E+00 ; -4.31007E+00
 3.10669E+00 ; -4.39735E+00 ; -4.31733E+00
 3.12414E+00 ; -4.44914E+00 ; -4.32402E+00
 3.14159E+00 ; -4.50000E+00 ; -4.33013E+00
 3.15905E+00 ; -4.54991E+00 ; -4.33565E+00
 3.17650E+00 ; -4.59886E+00 ; -4.34058E+00
 3.19395E+00 ; -4.64686E+00 ; -4.34491E+00
 3.21141E+00 ; -4.69388E+00 ; -4.34864E+00
 3.22886E+00 ; -4.73993E+00 ; -4.35175E+00
 3.24631E+00 ; -4.78501E+00 ; -4.35424E+00
 3.26377E+00 ; -4.82910E+00 ; -4.35611E+00
 3.28122E+00 ; -4.87220E+00 ; -4.35735E+00
 3.29867E+00 ; -4.91430E+00 ; -4.35795E+00
 3.31613E+00 ; -4.95541E+00 ; -4.35791E+00
 3.33358E+00 ; -4.99551E+00 ; -4.35722E+00
 3.35103E+00 ; -5.03460E+00 ; -4.35588E+00
 3.36849E+00 ; -5.07268E+00 ; -4.35387E+00
 3.38594E+00 ; -5.10975E+00 ; -4.35120E+00
 3.40339E+00 ; -5.14579E+00 ; -4.34786E+00
 3.42085E+00 ; -5.18081E+00 ; -4.34384E+00
 3.43830E+00 ; -5.21480E+00 ; -4.33914E+00
 3.45575E+00 ; -5.24777E+00 ; -4.33376E+00
 3.47321E+00 ; -5.27970E+00 ; -4.32768E+00
 3.49066E+00 ; -5.31059E+00 ; -4.32091E+00
 3.50811E+00 ; -5.34045E+00 ; -4.31344E+00
 3.52557E+00 ; -5.36927E+00 ; -4.30526E+00
 3.54302E+00 ; -5.39705E+00 ; -4.29637E+00
 3.56047E+00 ; -5.42379E+00 ; -4.28677E+00
 3.57792E+00 ; -5.44948E+00 ; -4.27644E+00
 3.59538E+00 ; -5.47413E+00 ; -4.26540E+00
 3.61283E+00 ; -5.49774E+00 ; -4.25363E+00
 3.63029E+00 ; -5.52030E+00 ; -4.24114E+00
 3.64774E+00 ; -5.54181E+00 ; -4.22791E+00
 3.66519E+00 ; -5.56227E+00 ; -4.21394E+00
 3.68265E+00 ; -5.58169E+00 ; -4.19923E+00
 3.70010E+00 ; -5.60007E+00 ; -4.18378E+00
 3.71755E+00 ; -5.61740E+00 ; -4.16759E+00
 3.73500E+00 ; -5.63368E+00 ; -4.15064E+00
 3.75246E+00 ; -5.64892E+00 ; -4.13295E+00
 3.76991E+00 ; -5.66312E+00 ; -4.11450E+00
 3.78736E+00 ; -5.67628E+00 ; -4.09529E+00
 3.80482E+00 ; -5.68840E+00 ; -4.07533E+00
 3.82227E+00 ; -5.69948E+00 ; -4.05461E+00
 3.83972E+00 ; -5.70953E+00 ; -4.03312E+00
 3.85718E+00 ; -5.71854E+00 ; -4.01087E+00
 3.87463E+00 ; -5.72653E+00 ; -3.98786E+00
 3.89208E+00 ; -5.73349E+00 ; -3.96408E+00
 3.90954E+00 ; -5.73943E+00 ; -3.93953E+00
 3.92699E+00 ; -5.74434E+00 ; -3.91421E+00
 3.94444E+00 ; -5.74824E+00 ; -3.88813E+00
 3.96190E+00 ; -5.75112E+00 ; -3.86127E+00
 3.97935E+00 ; -5.75300E+00 ; -3.83365E+00
 3.99680E+00 ; -5.75387E+00 ; -3.80525E+00
 4.01426E+00 ; -5.75374E+00 ; -3.77608E+00
 4.03171E+00 ; -5.75261E+00 ; -3.74615E+00
 4.04916E+00 ; -5.75049E+00 ; -3.71544E+00
 4.06662E+00 ; -5.74739E+00 ; -3.68396E+00
 4.08407E+00 ; -5.74330E+00 ; -3.65172E+00
 4.10152E+00 ; -5.73823E+00 ; -3.61870E+00
 4.11898E+00 ; -5.73220E+00 ; -3.58492E+00
 4.13643E+00 ; -5.72520E+00 ; -3.55037E+00
 4.15388E+00 ; -5.71724E+00 ; -3.51506E+00
 4.17134E+00 ; -5.70832E+00 ; -3.47899E+00
 4.18879E+00 ; -5.69846E+00 ; -3.44215E+00
 4.20624E+00 ; -5.68766E+00 ; -3.40456E+00
 4.22370E+00 ; -5.67593E+00 ; -3.36620E+00
 4.24115E+00 ; -5.66326E+00 ; -3.32710E+00
 4.25860E+00 ; -5.64968E+00 ; -3.28724E+00
 4.27606E+00 ; -5.63518E+00 ; -3.24663E+00
 4.29351E+00 ; -5.61978E+00 ; -3.20528E+00
 4.31096E+00 ; -5.60348E+00 ; -3.16318E+00
 4.32842E+00 ; -5.58629E+00 ; -3.12034E+00
 4.34587E+00 ; -5.56821E+00 ; -3.07677E+00
 4.36332E+00 ; -5.54926E+00 ; -3.03246E+00
 4.38078E+00 ; -5.52945E+00 ; -2.98743E+00
 4.39823E+00 ; -5.50877E+00 ; -2.94167E+00
 4.41568E+00 ; -5.48725E+00 ; -2.89519E+00
 4.43314E+00 ; -5.46488E+00 ; -2.84800E+00
 4.45059E+00 ; -5.44168E+00 ; -2.80009E+00
 4.46804E+00 ; -5.41765E+00 ; -2.75148E+00
 4.48550E+00 ; -5.39281E+00 ; -2.70217E+00
 4.50295E+00 ; -5.36716E+00 ; -2.65216E+00
 4.52040E+00 ; -5.34072E+00 ; -2.60146E+00
 4.53786E+00 ; -5.31349E+00 ; -2.55008E+00
 4.55531E+00 ; -5.28548E+00 ; -2.49802E+00
 4.57276E+00 ; -5.25670E+00 ; -2.44529E+00
 4.59022E+00 ; -5.22716E+00 ; -2.39188E+00
 4.60767E+00 ; -5.19688E+00 ; -2.33783E+00
 4.62512E+00 ; -5.16585E+00 ; -2.28311E+00
 4.64258E+00 ; -5.13410E+00 ; -2.22775E+00
 4.66003E+00 ; -5.10163E+00 ; -2.17176E+00
 4.67748E+00 ; -5.06844E+00 ; -2.11513E+00
 4.69494E+00 ; -5.03457E+00 ; -2.05787E+00
 4.71239E+00 ; -5.00000E+00 ; -2.00000E+00
 4.72984E+00 ; -4.96476E+00 ; -1.94152E+00
 4.74730E+00 ; -4.92885E+00 ; -1.88244E+00
 4.76475E+00 ; -4.89228E+00 ; -1.82276E+00
 4.78220E+00 ; -4.85507E+00 ; -1.76250E+00
 4.79966E+00 ; -4.81723E+00 ; -1.70167E+00
 4.81711E+00 ; -4.77876E+00 ; -1.64026E+00
 4.83456E+00 ; -4.73969E+00 ; -1.57830E+00
 4.85202E+00 ; -4.70001E+00 ; -1.51579E+00
 4.86947E+00 ; -4.65974E+00 ; -1.45273E+00
 4.88692E+00 ; -4.61889E+00 ; -1.38915E+00
 4.90438E+00 ; -4.57748E+00 ; -1.32505E+00
 4.92183E+00 ; -4.53552E+00 ; -1.26043E+00
 4.93928E+00 ; -4.49301E+00 ; -1.19531E+00
 4.95674E+00 ; -4.44996E+00 ; -1.12970E+00
 4.97419E+00 ; -4.40640E+00 ; -1.06361E+00
 4.99164E+00 ; -4.36233E+00 ; -9.97047E-01
 5.00910E+00 ; -4.31776E+00 ; -9.30026E-01
 5.02655E+00 ; -4.27270E+00 ; -8.62554E-01
 5.04400E+00 ; -4.22717E+00 ; -7.94644E-01
 5.06145E+00 ; -4.18118E+00 ; -7.26306E-01
 5.07891E+00 ; -4.13474E+00 ; -6.57551E-01
 5.09636E+00 ; -4.08786E+00 ; -5.88391E-01
 5.11381E+00 ; -4.04056E+00 ; -5.18838E-01
 5.13127E+00 ; -3.99283E+00 ; -4.48902E-01
 5.14872E+00 ; -3.94471E+00 ; -3.78600E-01
 5.16617E+00 ; -3.89619E+00 ; -3.07935E-01
 5.18363E+00 ; -3.84730E+00 ; -2.36927E-01
 5.20108E+00 ; -3.79804E+00 ; -1.65586E-01
 5.21853E+00 ; -3.74842E+00 ; -9.39224E-02
 5.23599E+00 ; -3.69846E+00 ; -2.19485E-02
 5.25344E+00 ; -3.64817E+00 ;  5.03169E-02
 5.27089E+00 ; -3.59756E+00 ;  1.22870E-01
 5.28835E+00 ; -3.54664E+00 ;  1.95692E-01
 5.30580E+00 ; -3.49543E+00 ;  2.68771E-01
 5.32325E+00 ; -3.44393E+00 ;  3.42097E-01
 5.34071E+00 ; -3.39216E+00 ;  4.15650E-01
 5.35816E+00 ; -3.34013E+00 ;  4.89422E-01
 5.37561E+00 ; -3.28785E+00 ;  5.63398E-01
 5.39307E+00 ; -3.23533E+00 ;  6.37563E-01
 5.41052E+00 ; -3.18259E+00 ;  7.11906E-01
 5.42797E+00 ; -3.12963E+00 ;  7.86414E-01
 5.44543E+00 ; -3.07648E+00 ;  8.61069E-01
 5.46288E+00 ; -3.02313E+00 ;  9.35858E-01
 5.48033E+00 ; -2.96960E+00 ;  1.01077E+00
 5.49779E+00 ; -2.91591E+00 ;  1.08579E+00
 5.51524E+00 ; -2.86207E+00 ;  1.16090E+00
 5.53269E+00 ; -2.80807E+00 ;  1.23608E+00
 5.55015E+00 ; -2.75395E+00 ;  1.31134E+00
 5.56760E+00 ; -2.69970E+00 ;  1.38664E+00
 5.58505E+00 ; -2.64535E+00 ;  1.46197E+00
 5.60251E+00 ; -2.59090E+00 ;  1.53732E+00
 5.61996E+00 ; -2.53635E+00 ;  1.61268E+00
 5.63741E+00 ; -2.48174E+00 ;  1.68803E+00
 5.65487E+00 ; -2.42705E+00 ;  1.76336E+00
 5.67232E+00 ; -2.37231E+00 ;  1.83864E+00
 5.68977E+00 ; -2.31753E+00 ;  1.91387E+00
 5.70723E+00 ; -2.26271E+00 ;  1.98903E+00
 5.72468E+00 ; -2.20787E+00 ;  2.06410E+00
 5.74213E+00 ; -2.15302E+00 ;  2.13908E+00
 5.75959E+00 ; -2.09817E+00 ;  2.21394E+00
 5.77704E+00 ; -2.04333E+00 ;  2.28867E+00
 5.79449E+00 ; -1.98851E+00 ;  2.36325E+00
 5.81195E+00 ; -1.93371E+00 ;  2.43767E+00
 5.82940E+00 ; -1.87896E+00 ;  2.51192E+00
 5.84685E+00 ; -1.82425E+00 ;  2.58597E+00
 5.86431E+00 ; -1.76961E+00 ;  2.65982E+00
 5.88176E+00 ; -1.71503E+00 ;  2.73344E+00
 5.89921E+00 ; -1.66054E+00 ;  2.80683E+00
 5.91667E+00 ; -1.60613E+00 ;  2.87996E+00
 5.93412E+00 ; -1.55182E+00 ;  2.95283E+00
 5.95157E+00 ; -1.49762E+00 ;  3.02541E+00
 5.96903E+00 ; -1.44354E+00 ;  3.09769E+00
 5.98648E+00 ; -1.38958E+00 ;  3.16966E+00
 6.00393E+00 ; -1.33576E+00 ;  3.24129E+00
 6.02139E+00 ; -1.28209E+00 ;  3.31259E+00
 6.03884E+00 ; -1.22856E+00 ;  3.38351E+00
 6.05629E+00 ; -1.17520E+00 ;  3.45407E+00
 6.07375E+00 ; -1.12201E+00 ;  3.52423E+00
 6.09120E+00 ; -1.06900E+00 ;  3.59399E+00
 6.10865E+00 ; -1.01618E+00 ;  3.66332E+00
 6.12611E+00 ; -9.63548E-01 ;  3.73222E+00
 6.14356E+00 ; -9.11124E-01 ;  3.80066E+00
 6.16101E+00 ; -8.58914E-01 ;  3.86864E+00
 6.17847E+00 ; -8.06921E-01 ;  3.93613E+00
 6.19592E+00 ; -7.55156E-01 ;  4.00313E+00
 6.21337E+00 ; -7.03625E-01 ;  4.06961E+00
 6.23083E+00 ; -6.52338E-01 ;  4.13557E+00
 6.24828E+00 ; -6.01299E-01 ;  4.20098E+00
 6.26573E+00 ; -5.50516E-01 ;  4.26584E+00
